"baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_id"
0.424722756355247,-0.0958750511071666,0.277932210030282,0.182769867215188,NA,"ENSG00000000003.15"
44.7188446100047,-0.0568608211876948,0.16687541712829,0.654155724012982,0.814812911738638,"ENSG00000000419.14"
21.7438847951786,0.0504464171504247,0.149234747189622,0.678986297833824,0.831546835787824,"ENSG00000000457.14"
5.03857630578358,-0.243964072984681,0.265474180577059,0.112249468595288,0.300084512131383,"ENSG00000000460.17"
1118.76422639068,-0.158169065793173,0.20469710072962,0.275924213692836,0.509636961337135,"ENSG00000000938.13"
16.920317467696,-0.143813232191315,0.212372644501762,0.296807001401059,0.530553072973073,"ENSG00000001036.14"
1565.2917854991,0.776568189739464,0.262180980903109,0.000252774584144067,0.00955278908130252,"ENSG00000001084.13"
104.797066656042,-0.123629458137887,0.164322111207082,0.318901441018031,0.551999539492495,"ENSG00000001167.15"
8.69452214076698,0.0949129046852161,0.196715950417877,0.467231858398563,0.683874029014868,"ENSG00000001460.18"
24.1204968524338,-0.0550944200485974,0.154289099486472,0.653042463261074,0.813872758977125,"ENSG00000001461.17"
22.4153108515478,0.0139962850505092,0.160760500483999,0.910331714786142,0.959435785018397,"ENSG00000001497.18"
14.1808307296904,-0.798842726575324,0.314858044230094,0.000800431873939125,0.0175411085735574,"ENSG00000001561.7"
0.632867225000096,-2.42613764421725,1.55966035157497,0.0182071523231941,NA,"ENSG00000001617.12"
43.6536216448972,-0.121502996919894,0.116154339236675,0.240686828154378,0.470176734442705,"ENSG00000001629.10"
1.84037289342324,-0.313115745280566,0.452023521317328,0.0350509206707516,0.151804233561455,"ENSG00000001630.18"
5.36085902196064,-0.220378044289765,0.26369726846152,0.13985948069349,0.340466801522105,"ENSG00000001631.17"
10.4043389247165,0.130138809194384,0.160943167602168,0.305248665404868,0.539752501897349,"ENSG00000002016.18"
12.3741440938132,0.0236913105968465,0.164649576381573,0.849767526076572,0.928907076830959,"ENSG00000002330.14"
192.863072238577,0.144869895554922,0.206533193539363,0.292020978519767,0.526297575466666,"ENSG00000002549.13"
1.32114056722455,-1.68535644557072,0.848491515453009,0.00163479841185147,0.0260678731654141,"ENSG00000002587.10"
5.63241043466244,0.0447312200864669,0.241488906473901,0.606577219817101,0.783174259391181,"ENSG00000002726.21"
0.180168213219742,-0.0170257270326753,0.252646591971381,0.878113088504998,NA,"ENSG00000002745.13"
0.302848942945086,-0.0283694506919296,0.25574280816981,0.800177809601008,NA,"ENSG00000002746.15"
2.7355522934823,-0.222972375282875,0.359380160356986,0.0673262919499461,0.22158480705372,"ENSG00000002822.16"
869.70028278529,-0.124792408691414,0.139910584473346,0.287083984892285,0.521543502948454,"ENSG00000002834.18"
85.2612790793469,0.054489261389853,0.161119666095962,0.662901280507509,0.820350048890652,"ENSG00000002919.15"
9.0756175748009,-0.117716703930775,0.261704196839742,0.26130055332016,0.493335272835214,"ENSG00000002933.9"
83.3917189254801,-0.232995347870335,0.177216884320161,0.0889492605187511,0.26298594075443,"ENSG00000003056.8"
0.922474794467265,-0.113289103151959,0.264739767978306,0.272992885120469,NA,"ENSG00000003096.15"
0.375067066884349,-0.0694596258720235,0.266976237966537,0.934303145749437,NA,"ENSG00000003137.9"
5.09420324197829,-0.112831298183998,0.19147750507449,0.399160154581271,0.626951878547748,"ENSG00000003147.19"
2.33247078197767,-0.174380892184506,0.318562342395772,0.0601296438941264,0.20815320975505,"ENSG00000003249.15"
50.2521273540669,0.268744016561959,0.235431442974219,0.0826032252780534,0.251623599279088,"ENSG00000003393.16"
66.5668546194265,0.262252642145242,0.184669470724187,0.533795636583598,0.733436316354104,"ENSG00000003400.16"
881.89368034447,-0.181179566106838,0.198562705605723,0.166140314854914,0.377643661414399,"ENSG00000003402.21"
39.4247733436972,0.0972101065798987,0.222648065081377,0.437421763207186,0.660072066961077,"ENSG00000003436.16"
10.4890789276988,-0.185049163632029,0.194607078912622,0.188431533327185,0.407710426168713,"ENSG00000003509.16"
156.481653049507,-0.18911924912284,0.161410192045359,0.140644767240181,0.34160182020665,"ENSG00000003756.17"
2.99814840261021,-0.0035181643344224,0.209982916221407,0.975444302156693,0.989026188931582,"ENSG00000003987.14"
0.477210793865482,-0.057951643861348,0.255862231470314,0.440934155377587,NA,"ENSG00000003989.18"
221.082087590267,0.14176403804901,0.120855298554233,0.182816102042406,0.40059647934396,"ENSG00000004059.11"
3.08394937063949,-1.1444272482729,0.466266221809946,0.000761211739110317,0.0171727602535528,"ENSG00000004139.14"
803.722849551092,0.36785373772729,0.204742920985487,0.0179053413959784,0.101511991969266,"ENSG00000004142.12"
64.4200201178419,-0.495779110536178,0.312962884704557,0.0132307129318618,0.08486680548249,"ENSG00000004399.13"
88.032581320413,-0.259964004388938,0.137213517455359,0.027398701164299,0.130711369158033,"ENSG00000004455.18"
55.0197898741352,-0.432989217051748,0.352943121151506,0.0257249915685968,0.125757800709219,"ENSG00000004468.13"
134.694076499804,1.33304800555437,0.35599811576032,0.000248463730561595,0.00947993905954769,"ENSG00000004478.8"
29.9381857811497,-0.372840624109299,0.218518159943271,0.0204347907862654,0.109562192400974,"ENSG00000004487.18"
70.7626543823245,-0.261345230239506,0.163224242628992,0.0475036503814307,0.180810769264321,"ENSG00000004534.15"
42.7682133259749,-0.132020790707748,0.224625364871874,0.32147579385164,0.554916354502003,"ENSG00000004660.15"
17.6027071932043,-0.349105946778852,0.190258030873215,0.0198991862691596,0.107795660356354,"ENSG00000004700.16"
118.389566729001,0.676002198330385,0.269693403694054,0.0011135661424234,0.0208834803138815,"ENSG00000004766.17"
0.913626577261452,-0.0559137515843226,0.252347773888481,0.459448376877636,NA,"ENSG00000004776.13"
9.67985857385554,-0.000366252687508545,0.17487428507093,0.997232723841861,0.999252180060247,"ENSG00000004777.19"
23.9318744374683,0.133515916129742,0.176395690159211,0.309194266441515,0.543333405377632,"ENSG00000004779.10"
11.1442499446132,-0.269659410205467,0.33347854072897,0.082997893184051,0.252243501089494,"ENSG00000004799.8"
74.7905983441879,0.299994391656656,0.214443179453409,0.0499921002943235,0.18641968568948,"ENSG00000004809.14"
1.96495586303091,-0.078024329215584,0.236476037279844,0.479175701370427,0.693737529942457,"ENSG00000004838.14"
